date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
19/10/2020;BOT;0;0;GOI;SERIE_A
21/10/2020;VAS;1;2;COR;SERIE_A
24/10/2020;RED;2;0;GOI;SERIE_A
24/10/2020;CEA;2;1;COR;SERIE_A
24/10/2020;ATL;0;0;SPO;SERIE_A
25/10/2020;ATG;0;3;PAL;SERIE_A
25/10/2020;FLU;3;1;SAN;SERIE_A
25/10/2020;ATH;1;2;GRE;SERIE_A
25/10/2020;INT;2;2;FLA;SERIE_A
11/11/2020;BAH;2;1;FOR;SERIE_A
09/12/2020;SAO;4;0;BOT;SERIE_A
31/10/2020;BOT;2;2;CEA;SERIE_A
31/10/2020;COR;1;0;INT;SERIE_A
31/10/2020;COR;1;0;ATG;SERIE_A
31/10/2020;FOR;0;1;FLU;SERIE_A
01/11/2020;SPO;1;0;ATH;SERIE_A
01/11/2020;FLA;1;4;SAO;SERIE_A
01/11/2020;SAN;3;1;BAH;SERIE_A
01/11/2020;GOI;1;1;VAS;SERIE_A
02/11/2020;PAL;3;0;ATL;SERIE_A
02/11/2020;GRE;2;1;RED;SERIE_A
07/11/2020;ATH;2;1;FOR;SERIE_A
07/11/2020;SAO;2;1;GOI;SERIE_A
07/11/2020;ATG;1;1;COR;SERIE_A
08/11/2020;INT;2;2;COR;SERIE_A
08/11/2020;VAS;0;1;PAL;SERIE_A
08/11/2020;RED;1;1;SAN;SERIE_A
08/11/2020;ATL;4;0;FLA;SERIE_A
08/11/2020;BAH;1;0;BOT;SERIE_A
08/11/2020;CEA;0;0;SPO;SERIE_A
08/11/2020;FLU;0;1;GRE;SERIE_A
14/11/2020;SPO;0;2;VAS;SERIE_A
14/11/2020;SAN;2;0;INT;SERIE_A
14/11/2020;GOI;0;1;ATH;SERIE_A
14/11/2020;GRE;4;2;CEA;SERIE_A
14/11/2020;FOR;2;3;SAO;SERIE_A
14/11/2020;COR;1;2;ATL;SERIE_A
14/11/2020;FLA;1;1;ATG;SERIE_A
14/11/2020;PAL;2;0;FLU;SERIE_A
16/11/2020;COR;1;2;BAH;SERIE_A
16/11/2020;BOT;1;2;RED;SERIE_A
20/11/2020;RED;4;0;BAH;SERIE_A
21/11/2020;ATH;1;0;SAN;SERIE_A
21/11/2020;FLA;3;1;COR;SERIE_A
21/11/2020;GOI;1;0;PAL;SERIE_A
22/11/2020;SAO;1;1;VAS;SERIE_A
22/11/2020;CEA;2;2;ATL;SERIE_A
22/11/2020;BOT;1;2;FOR;SERIE_A
22/11/2020;INT;1;2;FLU;SERIE_A
22/11/2020;COR;0;0;GRE;SERIE_A
23/11/2020;SPO;0;1;ATG;SERIE_A
25/11/2020;ATL;2;1;BOT;SERIE_A
25/11/2020;COR;0;1;COR;SERIE_A
26/11/2020;FOR;1;1;GOI;SERIE_A
28/11/2020;PAL;3;0;ATH;SERIE_A
28/11/2020;SAN;4;2;SPO;SERIE_A
28/11/2020;BAH;1;3;SAO;SERIE_A
28/11/2020;ATG;0;0;INT;SERIE_A
30/11/2020;VAS;1;4;CEA;SERIE_A
30/11/2020;FLU;0;0;RED;SERIE_A
28/01/2021;GRE;2;4;FLA;SERIE_A
02/12/2020;FOR;0;0;COR;SERIE_A
05/12/2020;BOT;0;1;FLA;SERIE_A
05/12/2020;SAN;2;2;PAL;SERIE_A
05/12/2020;FLU;3;1;ATH;SERIE_A
05/12/2020;BAH;0;2;CEA;SERIE_A
05/12/2020;COR;0;0;RED;SERIE_A
06/12/2020;GRE;4;0;VAS;SERIE_A
06/12/2020;SAO;1;0;SPO;SERIE_A
06/12/2020;ATL;2;2;INT;SERIE_A
07/12/2020;ATG;0;1;GOI;SERIE_A
12/12/2020;RED;2;1;FOR;SERIE_A
12/12/2020;ATH;0;1;ATL;SERIE_A
12/12/2020;PAL;3;0;BAH;SERIE_A
12/12/2020;INT;2;1;BOT;SERIE_A
12/12/2020;CEA;1;2;ATG;SERIE_A
12/12/2020;GOI;0;0;GRE;SERIE_A
13/12/2020;FLA;4;1;SAN;SERIE_A
13/12/2020;COR;1;0;SAO;SERIE_A
13/12/2020;SPO;1;0;COR;SERIE_A
13/12/2020;VAS;1;1;FLU;SERIE_A
16/12/2020;SAO;3;0;ATL;SERIE_A
16/12/2020;ATG;2;1;FLU;SERIE_A
19/12/2020;SPO;1;1;GRE;SERIE_A
19/12/2020;INT;2;0;PAL;SERIE_A
19/12/2020;COR;1;2;BOT;SERIE_A
20/12/2020;RED;0;1;ATH;SERIE_A
20/12/2020;VAS;1;0;SAN;SERIE_A
20/12/2020;FLA;4;3;BAH;SERIE_A
20/12/2020;FOR;0;2;CEA;SERIE_A
21/12/2020;COR;2;1;GOI;SERIE_A
26/12/2020;ATL;2;0;COR;SERIE_A
26/12/2020;FOR;0;0;FLA;SERIE_A
26/12/2020;GOI;1;0;SPO;SERIE_A
26/12/2020;FLU;1;2;SAO;SERIE_A
27/12/2020;BOT;0;2;COR;SERIE_A
27/12/2020;BAH;1;2;INT;SERIE_A
27/12/2020;PAL;1;0;RED;SERIE_A
27/12/2020;SAN;1;1;CEA;SERIE_A
27/12/2020;ATH;3;0;VAS;SERIE_A
27/12/2020;GRE;2;1;ATG;SERIE_A
06/01/2021;BOT;0;2;ATH;SERIE_A
06/01/2021;GRE;2;1;BAH;SERIE_A
06/01/2021;COR;1;2;GOI;SERIE_A
06/01/2021;SPO;1;0;FOR;SERIE_A
06/01/2021;FLA;1;2;FLU;SERIE_A
06/01/2021;RED;4;2;SAO;SERIE_A
07/01/2021;CEA;0;2;INT;SERIE_A
07/01/2021;ATG;0;0;VAS;SERIE_A
18/01/2021;PAL;4;0;COR;SERIE_A
26/01/2021;ATL;2;0;SAN;SERIE_A
09/01/2021;COR;0;0;ATH;SERIE_A
09/01/2021;SPO;0;1;PAL;SERIE_A
09/01/2021;FOR;0;0;GRE;SERIE_A
10/01/2021;FLA;0;2;CEA;SERIE_A
10/01/2021;SAO;0;1;SAN;SERIE_A
10/01/2021;INT;1;0;GOI;SERIE_A
10/01/2021;ATG;1;1;BAH;SERIE_A
10/01/2021;VAS;3;0;BOT;SERIE_A
11/01/2021;RED;2;2;ATL;SERIE_A
13/01/2021;COR;5;0;FLU;SERIE_A
15/01/2021;PAL;1;1;GRE;SERIE_A
16/01/2021;FLU;1;0;SPO;SERIE_A
16/01/2021;VAS;0;1;COR;SERIE_A
17/01/2021;SAN;2;1;BOT;SERIE_A
17/01/2021;ATH;1;1;SAO;SERIE_A
17/01/2021;ATL;3;1;ATG;SERIE_A
17/01/2021;INT;4;2;FOR;SERIE_A
17/01/2021;CEA;1;2;RED;SERIE_A
18/01/2021;GOI;0;3;FLA;SERIE_A
28/01/2021;BAH;2;1;COR;SERIE_A
20/01/2021;BOT;1;3;ATG;SERIE_A
20/01/2021;BAH;1;0;ATH;SERIE_A
20/01/2021;GRE;1;1;ATL;SERIE_A
20/01/2021;COR;3;3;FLU;SERIE_A
20/01/2021;SAO;1;5;INT;SERIE_A
20/01/2021;RED;4;1;VAS;SERIE_A
21/01/2021;GOI;0;4;CEA;SERIE_A
21/01/2021;FOR;2;0;SAN;SERIE_A
21/01/2021;FLA;2;0;PAL;SERIE_A
21/01/2021;COR;3;0;SPO;SERIE_A
23/01/2021;SAO;1;1;COR;SERIE_A
23/01/2021;VAS;3;2;ATL;SERIE_A
24/01/2021;ATH;2;1;FLA;SERIE_A
24/01/2021;CEA;2;1;PAL;SERIE_A
24/01/2021;INT;2;1;GRE;SERIE_A
24/01/2021;SPO;2;0;BAH;SERIE_A
24/01/2021;ATG;2;0;FOR;SERIE_A
24/01/2021;SAN;3;4;GOI;SERIE_A
24/01/2021;FLU;2;0;BOT;SERIE_A
25/01/2021;COR;0;2;RED;SERIE_A
31/01/2021;COR;1;1;GRE;SERIE_A
31/01/2021;CEA;0;2;ATH;SERIE_A
31/01/2021;ATG;2;1;SAO;SERIE_A
31/01/2021;VAS;0;0;BAH;SERIE_A
31/01/2021;ATL;2;0;FOR;SERIE_A
31/01/2021;INT;2;1;RED;SERIE_A
31/01/2021;FLU;3;0;GOI;SERIE_A
01/02/2021;SPO;0;3;FLA;SERIE_A
02/02/2021;PAL;1;1;BOT;SERIE_A
17/02/2021;SAN;1;0;COR;SERIE_A
03/02/2021;GRE;3;3;SAN;SERIE_A
03/02/2021;RED;2;0;ATG;SERIE_A
03/02/2021;BAH;0;1;FLU;SERIE_A
03/02/2021;GOI;1;0;ATL;SERIE_A
03/02/2021;COR;2;1;CEA;SERIE_A
04/02/2021;FOR;3;1;COR;SERIE_A
04/02/2021;FLA;2;0;VAS;SERIE_A
04/02/2021;ATH;0;0;INT;SERIE_A
05/02/2021;BOT;0;1;SPO;SERIE_A
19/02/2021;SAO;1;1;PAL;SERIE_A
06/02/2021;BAH;3;3;GOI;SERIE_A
06/02/2021;ATG;1;1;SAN;SERIE_A
07/02/2021;RED;1;1;FLA;SERIE_A
08/02/2021;BOT;2;5;GRE;SERIE_A
10/02/2021;INT;1;2;SPO;SERIE_A
10/02/2021;FOR;3;0;VAS;SERIE_A
10/02/2021;SAO;1;1;CEA;SERIE_A
10/02/2021;COR;3;3;ATH;SERIE_A
10/02/2021;FLU;0;0;ATL;SERIE_A
17/02/2021;COR;1;0;PAL;SERIE_A
13/02/2021;GOI;2;0;BOT;SERIE_A
13/02/2021;ATL;1;1;BAH;SERIE_A
13/02/2021;SAN;2;0;COR;SERIE_A
14/02/2021;VAS;0;2;INT;SERIE_A
14/02/2021;FLA;2;1;COR;SERIE_A
14/02/2021;PAL;3;0;FOR;SERIE_A
14/02/2021;ATH;2;1;ATG;SERIE_A
14/02/2021;GRE;1;2;SAO;SERIE_A
15/02/2021;CEA;1;3;FLU;SERIE_A
15/02/2021;SPO;0;0;RED;SERIE_A
20/02/2021;COR;0;2;CEA;SERIE_A
20/02/2021;FOR;0;4;BAH;SERIE_A
21/02/2021;FLA;2;1;INT;SERIE_A
21/02/2021;COR;0;0;VAS;SERIE_A
21/02/2021;SPO;2;3;ATL;SERIE_A
21/02/2021;SAN;1;1;FLU;SERIE_A
21/02/2021;GRE;1;0;ATH;SERIE_A
21/02/2021;GOI;0;0;RED;SERIE_A
22/02/2021;PAL;1;1;ATG;SERIE_A
22/02/2021;BOT;1;0;SAO;SERIE_A
25/02/2021;FLU;2;0;FOR;SERIE_A
25/02/2021;VAS;3;2;GOI;SERIE_A
25/02/2021;SAO;2;1;FLA;SERIE_A
25/02/2021;RED;1;0;GRE;SERIE_A
25/02/2021;ATL;2;0;PAL;SERIE_A
25/02/2021;INT;0;0;COR;SERIE_A
25/02/2021;BAH;2;0;SAN;SERIE_A
25/02/2021;ATH;2;0;SPO;SERIE_A
25/02/2021;CEA;2;1;BOT;SERIE_A
25/02/2021;ATG;3;1;COR;SERIE_A
